attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,target
9,7,1635,226,150,0.4,0.4,79725,39372,7.58,9.78,43.31,60.48,1.2,18.56,19.56,39.12,268.06,241,88,12,0
2,1,450,82,45,1.6,1.6,356547,297275,0,0,0,0,0,7.2,14,128.8,133.4,2.2,3680,1822077,88
27,0,2052,163,87,6.6,19.4,536165,28955,6.8,17.6,61.6,151.6,0.4,64.6,69.6,217.4,479.8,2,126,1089085,74
18,0,4574,741,595,10.4,9,798352,550111,14.6,83.4,211.6,460,2.4,18.4,53.2,570.2,1029.2,4.6,346,1022109,53
1,0,1364,54,57,1.2,3.19,57963,21216,0.6,0.6,0.6,0,0.2,4.19,6.59,85.03,154.69,1,219,987281,93
1,0,795,71,48,0.2,0.2,108337,25139,1.6,3.41,4.61,3.41,0.4,0.6,0.6,15.63,16.83,1.2,130,1745911,97
9,1,3562,567,527,0.2,0.2,476112,460575,2.4,15.97,42.12,182.63,0,10.58,52.5,15.57,23.35,3.2,153,1394962,89
136,172,2730,272,218,2.4,0.8,115066,41164,0,0,0,0,0.2,2.6,2.6,122.2,238,5.2,2871,1378723,87
1,1,1392,137,57,0.2,0.2,20860,77843,0,0,0,0,0.2,0.4,0.6,17.8,21.4,1,449,1757496,93
8,1,2071,125,86,6.4,18.6,71609,38177,0.6,4,11.2,24.4,0,11.6,15.6,240.8,421,1,137,1076886,81
3,2,1429,57,49,0.6,1.6,126556,58035,0,0,0,0,0.2,1.8,1.8,48.6,145.2,2,897,999174,93
18,2,4780,351,327,1,1.4,735191,481231,23.35,74.65,170.26,343.51,0.4,51.3,98.4,51.5,130.34,5,154,972461,71
0,0,201,16,25,0.2,0.2,18359,29253,0,0,0,0,0,0,0,15.6,17,1.2,2708,1771696,97
25,18,2182,499,165,1.2,2.6,929960,613173,3.8,25.6,63,131.4,1.2,38.2,94.2,120,244.4,2.6,240,1032798,83
0,0,1494,90,54,0.2,0.2,2782,6131,0.4,0.4,0.4,0,0,0.6,0.6,15.6,18.4,2,150,1718720,96
0,0,1339,86,68,0.2,0.2,6285,13180,0,0,0,0,0,40.6,40.6,15.6,73.2,3.2,452,1719110,94
2,2,3472,220,193,0.2,0.2,23632,308442,4.41,6.01,6.01,0,0.4,0.6,0.6,15.23,73.55,3,259,1001804,86
106,98,4116,234,194,1.6,5.2,246490,119184,0,0,0,0,0,3.6,4.2,124.6,236.4,1.3,950,1002078,83
0,0,2823,263,164,0.4,0.6,9096,25836,0.2,0.2,0.2,0,0,1.8,1.8,30.2,72.6,4,260,1104285,90
52,60,1367,165,91,1.2,2,40521,32978,1,4,6.8,9.2,0.4,2.4,2.8,77.4,243.4,1.6,362,966408,88
2,0,916,125,82,2,1,345868,252498,0,0,0,0,0,2,3.79,104.79,153.89,2.8,1062,1756469,91
246,111,2597,224,193,4,6.8,441256,180505,14,37.8,60,142.2,3,49.4,73,258.4,495.2,2,221,1037286,69
2,0,503,112,59,0.4,0.4,16765,10059,0,0,0,0,0,1,1,70,76.6,2.8,1463,1715962,95
2,0,1685,152,79,0.2,0.2,27226,24932,1.8,5.39,8.98,14.77,0,3.99,6.19,15.57,35.93,3,134,1012024,94
31,5,2177,109,92,3,2.2,81775,27837,2,2.2,2.2,0,0.2,2,3.2,131.6,236,437,90,10,0
21,27,227,25,26,0.2,0.2,7626,4544,0,0,0,0,0,0,0,18.76,22.16,1,7373,1862322,96
4,3,3045,230,162,0.6,0.6,30583,30913,3.2,3.8,3.8,0,2.2,3.2,5.6,48.4,81.2,1,254,1098288,89
1,1,166,11,11,0.2,0.2,7467,6028,0,0,0,0,0,0,0,14.31,12.92,1,4811,1816638,97
155,136,4579,354,215,4.2,8.4,391100,262676,1.2,5.6,13.2,22.4,0,16.2,36.6,316.8,392.2,5,209,1333910,83
21,1,3154,167,145,11.4,3.8,166556,83679,0.2,0.4,0.4,0,0,4.6,5.4,243.6,459.6,2.4,406,1716117,85
7,7,3572,241,189,0.8,2.2,448266,258824,0,0,0,0,0.2,33.6,33.6,33.6,94,6.2,2044,1640795,83
7,0,4004,321,287,2.4,0.8,159976,96480,0,0,0,0,0.6,3.4,5.4,134.2,191.8,4.4,3568,1546930,86
0,0,6450,157,157,0.4,0.6,9174,54104,0.8,1,1,0,0,0.6,0.6,35.07,104.21,1,180,1017812,92
10,10,1752,206,116,0.6,0.4,492823,51586,1.6,1.6,1.6,0,0.8,4.41,7.82,43.89,59.52,1,168,1102458,91
9,0,4135,444,433,8.4,2.2,232559,81621,0,0,0,0,0.2,0,0,382.8,561.8,2.8,456,1757352,76
6,2,2365,194,122,0.6,1.8,113604,35591,7.19,25.15,51.7,115.57,1.2,29.94,41.12,35.53,144.51,2.5,128,1064613,89
4,0,973,130,120,0.8,4,56826,40037,0,0,0,0,0,0.4,5.6,61.4,166.8,2.2,2071,1732128,93
3,1,411,53,16,1.2,4.6,294255,7831,0,0,0,0,1.2,0.2,0.2,79.6,96.4,2.2,3741,1821334,97
3,0,917,109,106,1.8,0.6,45919,21664,0.6,0.6,0.6,0,0,0,0,87.8,127.2,1,243,1750581,91
46,64,2447,285,150,0.8,1.2,103376,86067,7.41,17.23,36.47,51.9,5.61,13.83,21.64,68.54,129.46,2.3,139,1101517,86
0,0,494,48,33,0.2,0.2,1668,8215,0.6,0.6,0.6,0,0,0.2,0.2,15.4,22,2.6,317,1715520,98
1,1,2515,170,131,1.4,3.2,48911,98175,7.2,10.6,18.4,30,1.8,6.6,9,88.2,150.2,1,171,1023765,89
8,0,2340,276,204,5.59,5.59,304026,21110,1.4,1.4,1.2,0,2.2,1.4,2,264.07,388.02,3.4,254,1747404,82
8,1,4687,478,212,1.2,1.4,248995,24777,0,0,0,0,0.6,9.6,11.8,96.6,252.2,3,1197,1470019,87
10,0,1115,103,90,2.2,5.39,48365,26347,6.19,22.55,71.26,205.39,0,75.85,75.85,102,255.89,4.2,132,1087315,87
8,1,3287,352,198,6.6,19.6,41143,56011,4.6,5.4,12.2,21.4,0,7.8,11.2,228.2,402.6,1.5,132,1114618,74
1,0,614,127,91,0.2,0.2,34233,22157,2.8,4.2,8.6,11.8,0.2,4.8,8.4,18,21.2,2.4,857,1704754,93
7,3,4821,472,459,2.59,3.59,520991,570078,0,0,0,0,0,26.89,27.29,167.73,428.09,4.5,1133,988041,68
2,0,2157,123,84,0.4,0.6,88150,5522,0,0,0,0,0,14.8,29.6,37,62.6,3.8,6643,1411531,96
36,55,4085,156,137,0.2,0.2,8149,6247,0,0,0,0,0,1.8,1.8,16,45.8,2.2,794,1447821,94
3,0,921,46,20,2.6,2.8,113745,20790,0,0,0,0,0,1.6,3,221,236.2,1,8829,1872480,89
12,7,2366,160,110,0.6,1.8,387104,88446,0,0,0,0,0,13.2,22.4,34.8,73.2,4.6,10137,1373203,87
25,20,1423,187,171,0.2,0.2,122096,137418,14.37,28.34,23.75,0,0.6,3.19,3.59,15.57,51.7,1.6,532,1099797,91
3,0,1209,147,105,1,0.4,21270,19479,2.8,4,4,0,0,1.2,1.2,53.8,114.4,1.5,318,1001574,94
13,1,4636,573,532,9.78,7.39,315909,39256,2.4,2.79,2.79,0,1,1.8,3.99,497.01,734.33,6.8,268,1437071,71
2,0,2328,122,92,0.2,0.2,107897,11362,0,0,0,0,0.6,8.4,8.4,16,83.6,3.2,506,1446912,95
16,20,424,43,14,2.2,2.2,100127,19122,0,0,0,0,0,2.2,4.01,213.23,177.15,1,9316,1884377,87
1,1,2811,273,137,1.6,4.2,1047353,926559,4.2,11.8,23.2,45.2,2,41.2,67.4,76,159.6,3.8,405,1034064,81
3,0,1944,196,103,0.4,0.4,369644,29704,0,0,0,0,0.2,17.6,25,37.2,140.6,1,517,975115,91
13,9,1583,229,155,0.6,0.8,892724,877944,0,0,0,0,0,109.38,214.37,49.3,207.19,2426,73,26,1
14,4,1575,358,236,2.2,1.8,468846,173574,2.4,2.8,2.4,0,0.8,5.4,8.4,143,268,1,362,1070280,88
7,7,1243,218,79,0.4,0.4,1182330,23285,9.4,31.6,125,179,0.2,6.8,10.2,33.2,199.2,1,152,1171952,89
13,11,913,143,66,0.2,0.2,182190,185325,0,0,0,0,0,0.4,0.4,15.37,38.52,3,2558,1578943,96
124,144,2255,343,257,5.4,4.6,192880,52201,7.2,57.2,118.6,245.6,0,34,52.2,211.4,470,1,143,1047304,77
68,84,5676,656,172,0.2,0.2,665462,468208,3.79,3.79,3.79,0,1.4,51.1,58.88,17.96,228.94,1,576,999928,79
1,1,1115,36,29,0.8,1.6,24117,49679,0,0,0,0,0,0.8,0.8,41,61.4,1.2,8171,1838451,96
1,1,203,14,37,0.2,0.2,8286,18401,0,0,0,0,0,0,0,15.6,16.8,1,5309,1858272,98
13,1,4137,197,96,10.2,33.6,209720,39281,6.6,7.4,12.6,9.4,3.8,3.8,3.8,542.6,838,1,226,1032648,62
0,0,408,62,45,0.2,0.2,1635,17161,0,0,0,0,0,0,0,15.6,16.8,3,626,1711344,98
127,51,1934,207,198,0.6,0.8,125735,166302,0,0,0,0,0,2.8,4.2,57.2,74.8,1,1015,1009613,88
7,0,3992,268,243,4.41,3.01,107318,188650,0,0,0,0,0,8.22,8.82,236.87,457.52,2.4,686,1017114,76
5,1,2140,290,228,1,0.8,48362,513735,0,0,0,0,0,4.6,5,48.4,132,1.6,905,1034624,87
12,1,3562,292,249,8,5.4,305047,77066,6.6,50,119.4,298.4,1,16.2,24.4,366.6,722.8,2.4,489,1053720,73
3,1,1065,60,42,1.8,2.6,98610,319867,0,0,0,0,0,9.2,14.8,89.2,140,1.8,6823,1843387,89
8,5,1250,169,100,0.2,0.2,203156,26983,0,0,0,0,1.2,11.6,12.4,25,164.6,1.7,700,988717,93
8,4,2216,95,70,2.6,3.4,40924,21939,1.8,2,22.6,54.2,0.4,5.4,5.4,149,272.8,3,116,1060146,89
28,0,4247,653,620,4.2,1.2,535995,317269,9,25.6,67.4,178.2,0.8,11.4,27.4,207.2,422.2,4.4,141,1072970,75
29,38,287,57,48,0.2,0.2,950,6593,0,0,0,0,0,0,0,15.6,16.8,2,2109,1720376,98
14,12,4994,264,125,1.79,4.58,805100,42986,4.78,14.34,45.42,120.12,1.2,8.37,8.57,69.92,268.92,3.2,137,996161,83
12,10,3265,224,102,0.2,0.2,11191,68439,0,0,0,0,0,4.4,4.4,16,32,2.4,849,1642790,91
9,0,2561,298,88,2.81,4.41,191532,22154,3.41,18.04,76.55,128.06,0.8,36.27,41.88,247.5,441.28,1.6,116,1108486,84
0,0,1743,122,71,0.4,0.4,89137,21834,0,0,0,0,0,0,0,29.6,34.2,2.2,2483,1700363,93
4,2,2161,188,131,1.2,2.79,793638,47907,8.98,54.09,153.89,315.97,0.6,74.25,139.92,77.84,129.34,2.6,128,1099957,79
23,29,415,34,56,0.2,0.2,28673,57303,0,0,0,0,0,0.4,0.4,33.47,55.91,1.2,2212,1772588,93
46,2,4418,292,229,6.96,20.08,40625,25738,0,0,0,0,0.6,3.78,4.17,241.55,477.93,2.6,1416,1102454,72
2,1,3363,126,134,0.2,0.2,13163,176688,0,0,0,0,0.2,0.8,0.8,18,19.6,2.2,452,1523230,91
2,2,3072,225,236,0.2,0.2,82909,498611,0,0,0,0,0,8.6,9.6,18.4,38.8,1.6,659,1031766,87
55,70,2242,389,263,0.6,2.6,218732,150155,0,0,0,0,0.4,8.6,9.8,58.6,112.6,3.8,2689,1547544,85
75,68,2224,308,265,6.4,5.8,211609,159046,15.6,27,54.8,78,9.4,9.4,22.4,260.8,480.8,1,181,960515,80
2,0,878,168,64,0.6,0.4,256762,221846,0,0,0,0,0,4.6,5.2,32,55.6,4.2,2598,1574843,93
3,0,3051,157,115,0.6,0.8,306491,69347,0,0,0,0,0,20.2,20.6,46.4,101,4.2,3108,1539470,90
33,47,3278,218,180,0.2,0.2,169118,125701,0,0,0,0,0,13.63,21.04,33.07,44.69,4.8,1395,1050499,83
9,4,1684,94,59,1,2.4,248085,167332,0,0,0,0,0,19.8,33.6,95.2,156.4,2.2,10656,1381699,88
3,2,1451,127,88,0.2,0.2,5870,33268,0,0,0,0,0,0.6,0.6,15.4,20.4,2.6,1993,1528734,94
40,50,1809,610,57,2.8,4.4,555730,378487,4.8,6.8,8.6,4.2,1,10.6,21,166.6,262.6,2.6,229,1757285,84
7,3,1631,203,199,1.8,6.6,83523,22114,0,0,0,0,1.6,4.4,4.8,106.8,183.4,2.5,801,1048598,88
4,2,2668,323,144,1.2,2.4,1018115,32869,6.41,7.41,7.21,0,6.21,2.2,2.2,64.13,130.46,2.8,400,1096968,86
0,0,1197,217,110,0.2,0.2,249037,256014,1,1.2,1.6,0.4,0,2.4,4.8,16,23.2,3.8,138,1737429,94
0,0,4209,231,178,0.4,0.6,142503,229720,0.2,0.2,9.4,18.6,0,0,0,33.2,59,2.4,152,1386010,90
13,19,419,38,38,0.2,0.2,19140,11716,0,0,0,0,0,1.8,3.2,15.6,18,1.2,5946,1864240,96
5,0,2155,251,237,1.8,0.6,230371,192375,0,0,0,0,0,0,0,92.2,129.4,2.4,4980,1671573,90
1,0,768,93,78,0.2,0.2,72536,30522,2.81,3.01,3.01,0,0,1.8,2.4,15.63,56.51,1,146,1059721,94
2,1,817,71,43,0.6,0.6,17994,134016,0,0,0,0,0,0.2,0.2,42,55.4,1,6879,1853251,96
14,11,5552,321,158,2.2,7.4,866968,48363,0,0,0,0,0,1.4,2.2,75.6,143.2,1,425,1009667,86
155,145,8441,326,222,2.2,7.78,319257,126880,0,0,0,0,0,26.55,37.72,200.2,280.24,5.2,1579,1330772,69
17,4,6199,483,104,11.02,36.27,202036,43309,11.42,46.89,111.22,782.77,0.4,10.82,11.82,550.5,896.39,1,133,1006331,67
13,0,5489,424,405,1.4,1.6,315121,171566,5.8,32.8,52.8,94.4,1,19.6,34.2,108.2,228.4,2,153,1048573,81
42,58,2302,145,125,0.4,0.6,10686,50059,0,0,0,0,0,10.22,10.42,32.26,92.38,3.8,336,1064146,90
7,1,3917,412,362,0.2,0.2,311329,190481,5,6,5.6,0,0.8,17.6,27.4,17.2,75.8,3.2,224,1046589,84
8,0,3741,238,175,6.8,20,43717,46291,0.6,0.6,0.6,0,0,8,8.4,250.4,444.2,1,202,1091530,76
0,0,201,18,21,0.2,0.2,18913,31010,0,0,0,0,0,0,0,16.43,16.83,1,2731,1776678,96
16,1,2142,215,147,4.6,9.8,256517,58279,0,0,0,0,0,44,54.8,248,443,2.5,554,1040491,78
9,6,5988,392,257,2.4,9,422705,176642,0,0,0,0,0.2,2,2,189,225,3.2,1665,1413926,76
1,0,1649,107,71,0.2,0.2,16691,61172,0,0,0,0,0,0.8,1.6,15.4,17.4,2.2,4795,1727936,94
19,15,981,132,115,0.6,0.6,36934,56799,0,0,0,0,0.2,4.19,4.19,53.89,155.89,1.7,566,975364,91
33,47,2060,143,113,0.2,0.2,93686,28812,1,1.2,1.2,0,7.8,1.4,2.4,15.8,35,1.8,288,1012149,92
10,5,1185,126,80,0.8,1,130493,25628,2.81,7.41,11.42,44.89,2,2,3.61,54.51,121.84,1,295,977643,92
4,1,5622,1314,695,0.6,1,126628,69404,0,0,0,0,0,7.8,8.8,47.8,79,2,1513,1087435,85
0,0,3884,199,199,0.4,1.8,21250,387525,15.77,21.96,21.96,0,11.78,0.8,1,34.93,59.28,2,187,1380750,90
11,7,2713,112,59,1,1.8,43203,29902,0,0,0,0,0,11.8,12,52.8,125.6,1.4,405,1085482,92
14,1,3532,235,175,10.8,32,201549,27048,3,5,9,8.6,4.2,14.4,15.8,353,725,1,143,1077171,67
10,2,1490,279,229,1.6,1.4,168863,24702,0,0,0,0,0.2,1.6,1.8,99.2,214.8,1,688,971408,89
7,2,846,45,71,0.2,0.2,1444,68532,0,0,0,0,0,0.6,0.8,17.03,20.84,2,655,1077505,95
70,37,3511,278,184,0.6,1.8,136622,69549,3.4,9.2,9.2,0,0.2,2.6,3,37.4,124.2,2.8,305,1339018,92
0,0,327,44,44,0.2,0.2,187661,39582,0,0,0,0,0,0,0,15.77,16.77,1.6,2025,1763776,88
33,35,3332,479,415,7.6,2.4,200556,15057,0,0,0,0,0,0.4,0.4,364.6,528.4,4,1992,1718714,78
1,0,1149,78,64,0.2,0.2,26968,17900,0,0,0,0,0,0.8,0.8,15.8,69.4,2.7,693,1062730,95
2,1,3118,299,167,0.4,0.2,194860,155593,0.4,0.6,0.4,0,0.2,1.8,1.8,23.8,33,5.6,2131,988368,91
2,1,214,10,14,0.2,0.2,9873,44773,0,0,0,0,0,0,0,15.57,16.77,1,7731,1866403,98
2,0,306,43,38,0.4,1.4,845,10232,0,0,0,0,0,0,0,36,41,2,6381,1711666,97
26,11,7797,638,360,3.4,9,418175,137794,0,0,0,0,0.8,13.2,13.4,259.8,449.4,5,2825,1544000,64
5,0,2105,156,133,1,3.2,214979,62173,0,0,0,0,0.2,9.2,31.2,82.6,197.8,3.3,739,1034208,89
2,1,638,74,49,1.8,2,8441,8438,0,0,0,0,0,1.2,1.2,80.8,126.4,1.8,711,1759778,88
21,18,1219,502,174,0.2,0.2,780529,685012,0,0,0,0,0,3.8,3.8,15.2,33.2,643,94,6,0
10,6,2050,186,132,1.8,3,154733,82863,0.2,0.2,0.2,0,0,11.6,16,166.2,276,1.3,542,1128686,83
11,4,3344,175,106,1.8,7,170377,98441,0,0,0,0,27,15.4,15.4,74.4,159,4.8,2977,1546898,89
31,41,5305,225,177,0.2,0.2,58099,75714,0.8,2.6,20,34.8,0.4,10.8,39,21.2,97.8,2,371,1060971,86
23,10,1365,196,145,2.8,0.8,97335,28899,0,0,0,0,0,0,0,137,185.6,1.8,7263,1863861,90
1,0,451,41,73,0.2,0.2,20545,73753,0,0,0,0,0,7.4,7.6,17.4,35,2.5,483,1061952,97
7,1,3718,246,166,1.6,1.4,133979,27598,0,0,0,0,0,11.98,14.97,78.24,183.43,3,1257,1468233,86
2,0,4228,206,186,1.8,0.6,84452,45749,0,0,0,0,0,0.2,0.2,96,135,2.2,600,1740986,86
11,15,188,15,41,0.2,0.2,2710,8658,0,0,0,0,0,0.2,0.2,15.6,16.8,1,3557,1847944,98
1,1,166,10,12,0.2,0.2,6990,5747,0,0,0,0,0,0,0,15.6,16.8,1.2,5264,1856536,99
3,0,858,139,160,0.8,2,24953,21251,0,0,0,0,0.4,15.6,16.4,40.8,101.6,1,369,1022384,94
2,0,3500,380,219,0.4,0.6,120741,28679,0.2,0.4,0.4,0,0,6.4,7.8,33.4,59.6,1.5,257,1101704,91
11,3,5178,216,154,7.4,18.8,41410,36739,0,0,0,0,0,7.4,8,285.6,475.2,3,372,1100992,74
3,2,840,59,38,0.2,0.2,3682,14522,2.59,2.79,2.79,0,0.4,20.76,20.76,15.37,91.82,1,158,1011914,95
0,0,264,46,25,0.2,0.2,256267,28155,0,0,0,0,0,0,0,15.6,18.2,1,7358,1874496,96
6,3,5178,257,313,0.6,2,171929,653829,4.6,4.8,4.8,0.6,7.4,16.6,19.4,48.4,235.4,2,203,1005581,79
4,1,2931,123,77,1.4,5.4,189194,2538,0,0,0,0,0,5,6.6,141.6,267.4,3.2,582,1411947,90
3,0,548,63,39,2.4,2.4,231152,48871,0,0,0,0,0,2.2,2.2,183,264.8,2.8,1024,1789218,82
12,5,1519,109,69,1.4,1.4,276516,244145,0,0,0,0,0,3.2,4.8,101.2,124.4,5.4,2520,1548502,93
25,31,2300,104,105,0.2,0.2,15051,30009,3.8,6.6,5.6,2.4,3,0.4,0.4,20.4,16.8,2.2,152,1710746,94
9,2,2273,186,109,6.6,19,32197,17334,0.4,0.4,0.4,0,0.2,7.8,9.6,238.8,447.8,4.2,364,1094742,77
47,45,6735,288,182,2.59,7.78,157424,177312,4.79,4.79,4.79,0,6.59,0.8,1.2,238.52,281.44,2.6,202,1382053,72
7,4,2490,262,123,2,7.4,95775,26881,2.8,3,37.6,72.6,2,19.2,20.2,96,313.8,8.6,143,1021181,85
3,3,3179,242,121,0.8,1.4,406678,40100,0,0,0,0,0,4.39,4.99,46.91,87.23,1.3,426,1007173,90
11,3,1012,122,85,0.6,0.8,194793,28034,5.6,5.6,5.6,0,1.4,5.4,7.2,52.6,90.2,1.7,212,1026517,93
9,6,1841,57,45,0.4,0.4,37270,14071,0,0,0,0,0,3.6,6.6,26.4,107.8,3.2,8055,1403126,94
1,0,293,39,35,0.2,0.2,1950,4592,0,0,0,0,0,0.8,1,16,17,2,479,1743872,92
25,4,4644,230,177,1.2,2,243774,58431,6,28.6,74.4,206.4,0.4,62.4,86,92.6,448.6,9.8,305,1304165,83
15,13,1669,161,81,0.8,1.8,82168,24313,0,0,0,0,0.4,44.91,45.31,76.65,158.08,1.7,1149,1083920,88
43,52,4584,255,139,0.6,0.8,240501,28792,0,0,0,0,0.2,3.8,5.6,55.8,97.8,1.2,629,1119488,86
68,85,3048,288,160,0.4,0.6,236299,104846,0,0,0,0,0,2,3.2,33.6,46.8,1,415,987549,88
0,0,1136,36,35,0.2,0.2,1376,15696,0,0,0,0,0,0.2,0.4,15.63,17.23,1,1838,1756040,96
5,5,1958,262,135,0.2,0.2,772197,709935,0,0,0,0,0,8.2,16,15.8,45.4,3.2,3411,1036616,92
0,0,220,29,18,0.2,0.2,87868,11098,0,0,0,0,0,0,0,16,18.6,1,7253,1864013,98
2,0,2949,213,108,1,1.2,603387,29934,0,0,0,0,0,8,9.2,79.4,141.4,1.4,1149,1044112,86
8,2,1967,286,220,6.59,3.99,470743,75387,0,0,0,0,0,8.78,16.97,297.6,431.94,2.2,8666,1860993,82
45,54,1410,88,70,6.21,18.44,39621,18546,6.61,41.68,55.91,148.9,0,50.9,56.71,214.63,454.31,1,153,1106596,77
19,17,1063,124,73,1.6,2.8,71903,23242,1.2,1.2,1.2,0,2,4,4.2,93,170,3,309,974800,92
1,0,2183,187,125,0.4,0.4,9210,25126,0,0,0,0,0,0.4,0.4,38.28,40.68,1,2133,1075083,92
187,207,2510,354,209,2.79,1,1060574,29950,0,0,0,0,0.2,3.79,4.19,147.5,214.37,1.6,2526,1089847,84
0,0,159,9,10,0.2,0.2,682,7433,0,0,0,0,0,0,0,15.57,16.77,1,1849,1777844,97
1,1,2113,116,69,0.4,1,68850,25188,0,0,0,0,0.8,1.2,1.4,31.4,88.8,2.8,438,1027216,93
3,0,1455,139,86,0.6,0.6,36191,23316,0,0,0,0,0,4.2,6.8,44.4,54,650,94,6,0
0,0,2123,343,106,0.8,1.2,518845,579056,8.2,13.8,13.8,0,3.8,8,8,33.2,87.8,7.2,288,976629,90
8,0,2435,286,177,1.4,2.4,511926,160573,0,0,0,0,5.79,3.59,5.39,107.39,212.77,4.6,625,1329721,89
20,8,2659,167,106,2.8,3.6,366490,256385,11.6,39.6,56.2,68,4.4,3,5.2,197.8,326,4.8,174,1539835,85
15,10,4620,345,500,0.8,1.2,128085,72013,0,0,0,0,0.2,8.8,12.2,58.6,88.8,2.8,447,1049379,85
2,0,326,55,42,0.4,0.4,1323,6704,0,0,0,0,0,0,0,37.2,36.4,2,6353,1724304,98
6,1,2214,308,213,3.61,5.01,918058,137988,5.01,9.22,18.44,58.92,0.4,27.05,52.51,158.12,321.84,1,281,1038023,81
7,7,898,62,64,0.2,0.2,23215,16810,2.4,2.61,2.61,0,0,4.21,4.21,16.23,42.08,2,186,991279,96
4,1,987,45,42,0.8,0.4,12821,27199,0,0,0,0,0.4,2.2,2.2,64.27,120.56,3.6,1077,1014427,94
24,15,3210,228,191,6.81,18.64,232219,100561,5.81,12.22,22.24,33.87,12.42,12.22,16.03,283.77,570.94,1,192,1093629,74
0,0,183,38,21,0.2,0.2,255771,228527,0,0,0,0,0,0,0,12.8,16.8,2.8,3652,1819990,97
5,1,2122,144,142,1,2.2,158643,53503,0,0,0,0,0,1,6,127,166,5.6,2202,1369078,91
11,2,4053,131,92,2,1.8,229531,74623,0,0,0,0,0,6.2,6.8,133.4,223,3.4,1084,1516277,81
8,5,2735,341,201,1.8,4.6,248991,30043,0,0,0,0,0.2,1.4,1.6,135.4,232,2.2,1094,1130794,83
2,1,172,12,12,0.2,0.2,6991,2794,0,0,0,0,0,0,0,15.6,16.8,1,8498,1866072,98
18,2,3359,225,142,3.8,4.4,139993,194535,0,0,0,0,0,2.8,2.8,154.2,254.6,4.2,1493,1331178,89
35,26,4039,410,255,2,1.4,135818,111308,0,0,0,0,0,9.4,13.6,105.4,244.4,4.2,8216,1373632,79
8,2,3959,536,131,1.2,1.6,212552,153528,0,0,0,0,0,5.8,6.8,136.2,121.2,4.4,3054,1532029,86
499,161,1939,101,151,8.6,9.2,8949,139059,0.4,4.8,0.6,0,0.8,8.2,10.8,273.8,480.6,2.4,1519,1715733,77
77,98,2220,146,90,0.4,1.8,111903,52092,1.4,1.4,1.6,0.2,2.4,4.6,5.4,30.6,134.6,1.3,148,1102810,90
5,3,3590,263,203,1,3.81,596993,101007,12.22,18.84,28.26,30.26,15.63,12.02,13.23,66.53,142.08,1,239,992026,86
0,0,191,16,26,0.2,0.2,5571,15140,0,0,0,0,0,0,0,15.6,16.8,1.2,7293,1875112,97
1,0,1691,35,58,0.4,2,10331,6008,0,0,0,0,0,0.4,0.4,35.4,45,2,976,1402544,96
1,0,212,29,21,0.2,0.2,75166,10225,0,0,0,0,0,0.2,0.2,19.6,17,1.2,2852,1775840,97
3,0,1957,169,154,1.4,2.6,460204,192763,9.4,67.4,200.6,374,0.6,46.8,86.4,94.6,309.4,2,133,1019830,72
48,46,2516,361,382,1.4,1.6,41113,68007,0,0,0,0,0.8,9.8,18,108.4,317.4,1,735,986773,81
10,7,2489,174,104,0.2,0.2,62847,19508,3.2,5.2,14.4,40.2,0.8,3.6,3.8,16.4,98.6,167,91,8,0
12,5,3192,363,257,5.6,4.4,145662,40099,0.8,0.8,0.8,0,1.2,1.4,1.4,245.2,449.6,2,322,1025882,78
40,54,3383,318,150,1,0.8,284086,43582,0,0,0,0,0,15.57,37.72,47.31,80.24,4.8,764,1106066,86
3,3,1920,208,147,1.2,2.6,340730,105979,0,0,0,0,0,8.8,12.4,218.8,354,2,662,989347,84
41,50,2676,434,375,2.8,1.2,168112,174379,0,0,0,0,0,1.2,2.2,157.4,299.2,2,441,1058874,82
125,135,5182,436,302,0.2,0.2,454076,182538,0,0,0,0,0,49.5,59.08,15.57,108.38,5.2,1357,1331511,86
24,22,3477,124,143,1.8,2.4,69066,185585,1.4,1.6,1.6,0,0.6,1.8,2,105.2,197.2,1,325,989464,85
0,0,156,16,21,0.2,0.2,436,7606,0.4,0.4,0.4,0,0.2,0,0,15.77,17.17,1,256,1756335,98
0,0,161,10,27,0.2,0.2,425,23258,0,0,0,0,0,0,0,15.6,16.8,1,6236,1856808,99
41,49,4568,441,442,6,2,202078,21101,0,0,0,0,0,0.2,0.2,296.8,457.6,3,532,1712181,79
3,0,2299,308,107,1.4,1.4,128515,32200,0,0,0,0,0,5.6,8.2,97.4,147.4,2.7,1237,1058554,88
1,1,2033,553,142,0.2,0.6,327246,254291,29.4,58.2,58.2,0,0.8,1.2,1.8,40.6,64,2.4,267,1382013,89
25,34,159,16,16,0.2,0.2,948,2479,0,0,0,0,0,0,0,15.6,16.8,2,9844,1869696,98
2,0,2166,87,78,0.6,0.6,25562,73636,0,0,0,0,0,0,0,32,44.2,2.4,4718,1727878,94
1,0,4022,162,114,0.6,0.8,21270,15841,0,0,0,0,0,8.38,9.58,42.12,73.05,6,167,1021150,89
73,94,2073,188,208,1,1.4,27350,111966,0,0,0,0,0,3,3,80.4,123,1.4,1126,1052686,90
3,0,1421,220,183,3.2,1,304536,18545,0,0,0,0,0,0,0,159.4,231.6,2.2,7319,1873293,90
